symbol,name,industry,sector,market_cap,exchange
DELPHIFX,Delphi World Money Limited,Capital Markets,Financial Services,2880456960,BSE
RUSHIL,Rushil Décor Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,9943734272,BSE
ENKEIWHEL,Enkei Wheels (India) Limited,Unknown,Unknown,12536594432,BSE
KRIDHANINF,Unknown,Steel,Basic Materials,421767424,BSE
INVENTURE,Inventure Growth & Securities Limited,Capital Markets,Financial Services,2446499840,BSE
LTF,L&T Finance Limited,Credit Services,Financial Services,468750336000,BSE
YAARI,Yaari Digital Integrated Services Limited,Credit Services,Financial Services,1114186496,BSE
TREEHOUSE,Tree House Education & Accessories Limited,Education & Training Services,Consumer Defensive,775555136,BSE
BROOKS,Brooks Laboratories Limited,Drug Manufacturers—Specialty & Generic,Healthcare,3976375040,BSE
RUPA,Rupa & Company Limited,Apparel Manufacturing,Consumer Cyclical,23404089344,BSE
TDPOWERSYS,TD Power Systems Limited,Specialty Industrial Machinery,Industrials,64420126720,BSE
APLLTD,Alembic Pharmaceuticals Limited,Drug Manufacturers—Specialty & Generic,Healthcare,233998417920,BSE
VASWANI,Vaswani Industries Limited,Steel,Basic Materials,2073237632,BSE
PGEL,PG Electroplast Limited,Electronic Components,Technology,165093818368,BSE
LESHAIND,Lesha Industries Limited,Unknown,Unknown,25336150,BSE
SETUINFRA,Setubandhan Infrastructure Limited,Engineering & Construction,Industrials,106826304,BSE
RDBRL,RDB Rasayans Limited,Unknown,Unknown,2917627392,BSE
TIJARIA,Tijaria Polypipes Limited,Building Products & Equipment,Industrials,311743680,BSE
ONELIFECAP,Onelife Capital Advisors Limited,Capital Markets,Financial Services,239678400,BSE
FLEXITUFF,Flexituff Ventures International Limited,Textile Manufacturing,Consumer Cyclical,2574538752,BSE
UEL,Ujaas Energy Limited,Solar,Technology,68163039232,BSE
TRITURBINE,Triveni Turbine Limited,Specialty Industrial Machinery,Industrials,226439659520,BSE
INDOTHAI,Indo Thai Securities Limited,Capital Markets,Financial Services,7770999808,BSE
ESSARSHPNG,Essar Shipping Limited,Marine Shipping,Industrials,8798548992,BSE
APLAPOLLO,APL Apollo Tubes Limited,Steel,Basic Materials,449534984192,BSE
GPTINFRA,GPT Infraprojects Limited,Engineering & Construction,Industrials,19422300160,BSE
FERVENTSYN,Fervent Synergies Limited,Unknown,Unknown,538200000,BSE
THOMASCOTT,Thomas Scott (India) Limited,Textile Manufacturing,Consumer Cyclical,2709153792,BSE
TERASOFT,Tera Software Limited,Information Technology Services,Technology,1042741696,BSE
PMCFIN,PMC Fincorp Limited,Unknown,Unknown,2723476224,BSE
FUTSOL,Futuristic Solutions Limited,Unknown,Unknown,792836352,BSE
AIML,Alliance Integrated Metaliks Limited,Unknown,Unknown,0,BSE
RHIM,RHI Magnesita India Limited,Metal Fabrication,Industrials,128732725248,BSE
MCX,Multi Commodity Exchange of India Limited,Financial Data & Stock Exchanges,Financial Services,296692154368,BSE
PYXISFIN,Unknown,Unknown,Unknown,0,BSE
SCHNEIDER,Schneider Electric Infrastructure Limited,Electrical Equipment & Parts,Industrials,195049095168,BSE
OLPCL,Olympic Cards Limited,Unknown,Unknown,57243536,BSE
NBCC,NBCC (India) Limited,Engineering & Construction,Industrials,324269998080,BSE
HEXATRADEX,Hexa Tradex Limited,Credit Services,Financial Services,16219844608,BSE
MAXHEIGHTS,Max Heights Infrastructure Limited,Unknown,Unknown,624680192,BSE
TBZ,Tribhovandas Bhimji Zaveri Limited,Luxury Goods,Consumer Cyclical,19114981376,BSE
VSSL,Vardhman Special Steels Limited,Steel,Basic Materials,24693016576,BSE
LOOKS,Looks Health Services Limited,Unknown,Unknown,55335000,BSE
SPECIALITY,Speciality Restaurants Limited,Restaurants,Consumer Cyclical,8078008320,BSE
LYPSAGEMS,Lypsa Gems & Jewellery Limited,Luxury Goods,Consumer Cyclical,248550128,BSE
RTNINDIA,RattanIndia Enterprises Limited,Internet Retail,Consumer Cyclical,105210011648,BSE
SAMPANN,Sampann Utpadan India Limited,Specialty Chemicals,Basic Materials,1190279040,BSE
JTLIND,JTL Industries Limited,Steel,Basic Materials,47061741568,BSE
AMTL,Advance Metering Technology Limited,Unknown,Unknown,680195712,BSE
NECCLTD,North Eastern Carrying Corporation Limited,Trucking,Industrials,3240079616,BSE
WAAREERTL,Unknown,Unknown,Unknown,0,BSE
JUPITERIN,Jupiter Infomedia Limited,Unknown,Unknown,410719808,BSE
VINAYAKPOL,Vinayak Polycon International Limited,Unknown,Unknown,0,BSE
JOINTECAED,Jointeca Education Solutions Ltd.,Unknown,Unknown,0,BSE
DUCON,Ducon Infratechnologies Limited,Specialty Industrial Machinery,Industrials,3070550784,BSE
PROZONER,Prozone Realty Limited,Real Estate—Diversified,Real Estate,3982938624,BSE
SRGHFL,SRG Housing Finance Limited,Mortgage Finance,Financial Services,4928892416,BSE
COMCL,Comfort Commotrade Limited,Unknown,Unknown,349998592,BSE
SHANTIGURU,Unknown,Unknown,Unknown,0,BSE
CASPIAN,Unknown,Unknown,Unknown,0,BSE
AERPACE,Unknown,Unknown,Unknown,0,BSE
VIRTUALG,Virtual Global Education Limited,Unknown,Unknown,0,BSE
ZUARI,Zuari Agro Chemicals Limited,Agricultural Inputs,Basic Materials,8935222272,BSE
STEELXIND,Steel Exchange India Limited,Steel,Basic Materials,15341639680,BSE
TRIOMERC,Trio Mercantile & Trading Limited,Unknown,Unknown,12810930,BSE
CIGNITITEC,Unknown,Information Technology Services,Technology,38016753664,BSE
CDG,Unknown,Unknown,Unknown,0,BSE
CARERATING,CARE Ratings Limited,Financial Data & Stock Exchanges,Financial Services,30051698688,BSE
PCJEWELLER,PC Jeweller Limited,Luxury Goods,Consumer Cyclical,78774222848,BSE
INDUSTOWER,Indus Towers Limited,Telecom Services,Communication Services,1012422148096,BSE
VMART,V-Mart Retail Limited,Department Stores,Consumer Cyclical,87273086976,BSE
NIBE,Unknown,Unknown,Unknown,0,BSE
MUKTA,Mukta Agriculture Limited,Unknown,Unknown,134900000,BSE
MYSTICELE,Mystic Electronics Limited,Unknown,Unknown,117806552,BSE
COMFINCAP,Comfort Fincap Limited,Unknown,Unknown,114589736,BSE
SBISENSEX,SBI ETF Sensex,Unknown,Unknown,0,BSE
BMAL,Bothra Metals and Alloys Limited,Unknown,Unknown,201275440,BSE
REPCOHOME,Repco Home Finance Limited,Mortgage Finance,Financial Services,33429682176,BSE
LAKHOTIA,Lakhotia Polyesters (India) Limited,Unknown,Unknown,362924128,BSE
GCMSECU,GCM Securities Limited,Unknown,Unknown,0,BSE
NIBL,NRB Industrial Bearings Limited,Tools & Accessories,Industrials,854855552,BSE
PRIMECAPM,Unknown,Unknown,Unknown,0,BSE
KIFS,KIFS Financial Services Limited,Unknown,Unknown,1919654016,BSE
SREEL,Sreeleathers Limited,Footwear & Accessories,Consumer Cyclical,6571388928,BSE
SHARDAMOTR,Unknown,Auto Parts,Consumer Cyclical,68107177984,BSE
SVGLOBAL,S V Global Mill Limited,Unknown,Unknown,2565073664,BSE
SDC,Unknown,Unknown,Unknown,0,BSE
JUSTDIAL,Just Dial Limited,Internet Content & Information,Communication Services,99054952448,BSE
OONE,ObjectOne Information Systems Limited,Unknown,Unknown,109954472,BSE
IFINSEC,India Finsec Limited,Unknown,Unknown,3616546560,BSE
BRAHMINFRA,Brahmaputra Infrastructure Limited,Unknown,Unknown,2059145600,BSE
AMPVOLTS,Unknown,Unknown,Unknown,0,BSE
KHOOBSURAT,Khoobsurat Limited,Unknown,Unknown,92213000,BSE
ORIENTCEM,Orient Cement Limited,Building Materials,Basic Materials,64154722304,BSE
ABFRL,Aditya Birla Fashion and Retail Limited,Apparel Manufacturing,Consumer Cyclical,375822581760,BSE
SAMMAANCAP,Sammaan Capital Limited,Mortgage Finance,Financial Services,117510348800,BSE
MMLF,Money Masters Leasing & Finance Limited,Unknown,Unknown,0,BSE
ALSL,Alacrity Securities Limited,Unknown,Unknown,0,BSE
GCMCOMM,GCM Commodity & Derivatives Limited,Unknown,Unknown,0,BSE
ESSENTIA,Integra Essentia Limited,Food Distribution,Consumer Defensive,4067898880,BSE
JULIEN,Unknown,Unknown,Unknown,0,BSE
TIGERLOGS,Tiger Logistics (India) Limited,Unknown,Unknown,666596096,BSE
JK AGRI,Unknown,Unknown,Unknown,0,BSE
FLFL,Future Lifestyle Fashions Limited,Apparel Manufacturing,Consumer Cyclical,472152480,BSE
PVVINFRA,PVV Infra Limited,Unknown,Unknown,44135372,BSE
VCU,VCU Data Management Limited,Unknown,Unknown,97960000,BSE
INDRENEW,Ind Renewable Energy Limited,Unknown,Unknown,37932820,BSE
SRGSFL,Unknown,Unknown,Unknown,0,BSE
ACFSL,Unknown,Unknown,Unknown,0,BSE
STELLAR,Stellar Capital Services Limited,Unknown,Unknown,147272848,BSE
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Asset Management,Financial Services,8412148224,BSE
YURANUS,Yuranus Infrastructure Limited,Unknown,Unknown,267400000,BSE
MOM100,Unknown,Unknown,Unknown,0,BSE
CPL,Captain Polyplast Limited,Unknown,Unknown,2982333696,BSE
NIFTYIETF,Unknown,Unknown,Unknown,0,BSE
NIF100IETF,Unknown,Unknown,Unknown,0,BSE
ARNOLD,Arnold Holdings Ltd.,Unknown,Unknown,1781342208,BSE
SUNLOC,Sunil Healthcare Limited,Unknown,Unknown,909498240,BSE
SUYOG,Suyog Telematics Limited,Telecom Services,Communication Services,16887548928,BSE
NATHBIOGEN,Nath Bio-Genes (India) Limited,Agricultural Inputs,Basic Materials,4113415680,BSE
AGRITECH,Agri-tech (India) Limited,Farm Products,Consumer Defensive,1312145920,BSE
CHEMTECH,Chemtech Industrial Valves Limited,Unknown,Unknown,3359461120,BSE
NIF100BEES,Unknown,Unknown,Unknown,0,BSE
DENISCHEM,Denis Chem Lab Limited,Unknown,Unknown,2137705728,BSE
POLYMAC,Polymac Thermoformers Limited,Unknown,Unknown,0,BSE
UNISHIRE,Unishire Urban Infra Limited,Unknown,Unknown,92805880,BSE
LAXMIPATI,Unknown,Unknown,Unknown,0,BSE
ETT,ETT Limited,Unknown,Unknown,176993712,BSE
NIFTY1,Unknown,Unknown,Unknown,0,BSE
HANSUGAR,Unknown,Unknown,Unknown,0,BSE
KIRANVYPAR,Kiran Vyapar Limited,Unknown,Unknown,6666894336,BSE
BCP,B.C. Power Controls Limited,Unknown,Unknown,329868000,BSE
KCSL,Unknown,Unknown,Unknown,0,BSE
RACE,Race Eco Chain Limited,Waste Management,Industrials,6576166400,BSE
MANGIND,Mangalam Industrial Finance Limited,Unknown,Unknown,3312420864,BSE
VIJIFIN,Unknown,Credit Services,Financial Services,403274976,BSE
PHOENIXTN,Phoenix Township Limited,Unknown,Unknown,3552012288,BSE
INFRONICS,Infronics Systems Limited,Unknown,Unknown,429534848,BSE
CPSEETF,CPSE ETF,Unknown,Unknown,0,BSE
HARIAAPL,Haria Apparels Limited,Unknown,Unknown,0,BSE
VASUPRADA,Unknown,Unknown,Unknown,0,BSE
RNBDENIMS,R & B Denims Limited,Unknown,Unknown,1058839040,BSE
SHARPINV,Sharp Investments Limited,Unknown,Unknown,188836432,BSE
WONDERLA,Wonderla Holidays Limited,Leisure,Consumer Cyclical,51295010816,BSE
RESPONSINF,Response Informatics Limited,Unknown,Unknown,418288224,BSE
GCMCAPI,GCM Capital Advisors Limited,Unknown,Unknown,149241408,BSE
AFEL,AF Enterprises Limited,Unknown,Unknown,73320000,BSE
INCREDIBLE,Incredible Industries Limited,Steel,Basic Materials,2117932544,BSE
WESTLEIRES,West Leisure Resorts Limited,Unknown,Unknown,0,BSE
NAM,Nam Securities Limited,Unknown,Unknown,526904768,BSE
METSL,Maestros Electronics & Telecommunications Systems Limited,Unknown,Unknown,760964160,BSE
SPS,SPS Finquest Limited,Unknown,Unknown,0,BSE
JACKSON,Unknown,Unknown,Unknown,0,BSE
MONEYBOXX,Unknown,Unknown,Unknown,0,BSE
WORTH,Worth Investment & Trading Company Limited,Unknown,Unknown,0,BSE
QUASAR,Quasar India Limited,Unknown,Unknown,22342774,BSE
TPROJECT,Thirani Projects Limited,Unknown,Unknown,77415408,BSE
AMARSEC,Amarnath Securities Limited,Unknown,Unknown,0,BSE
CTL,Capital Trade Links Limited,Unknown,Unknown,2723566848,BSE
TARINI,Tarini International Limited,Unknown,Unknown,384480832,BSE
YAANENT,Unknown,Unknown,Unknown,0,BSE
JTAPARIA,J. Taparia Projects Limited,Unknown,Unknown,422172000,BSE
RLFL,Ramchandra Leasing and Finance Limited,Unknown,Unknown,142741984,BSE
GOLDCOINHF,GoldCoin Health Foods Limited,Unknown,Unknown,24007200,BSE
BRPL,Bansal Roofing Products Limited,Unknown,Unknown,537709760,BSE
ARMAN,Arman Holdings Limited,Unknown,Unknown,0,BSE
SKIPPER,Skipper Limited,Engineering & Construction,Industrials,50708197376,BSE
ADARSH,Unknown,Unknown,Unknown,0,BSE
JAMESWARREN,James Warren Tea Limited,Unknown,Unknown,2229835264,BSE
VISTARAMAR,Vistar Amar Limited,Unknown,Unknown,552480000,BSE
GULFOILLUB,Gulf Oil Lubricants India Limited,Specialty Chemicals,Basic Materials,67883364352,BSE
FRUTION,Fruition Venture Limited,Unknown,Unknown,212400000,BSE
TRIVENIENT,Triveni Enterprises Limited,Unknown,Unknown,141955200,BSE
BHANDERI,Unknown,Unknown,Unknown,0,BSE
ZINEMA,Unknown,Unknown,Unknown,0,BSE
QUANTBUILD,Quantum Build-Tech Limited,Unknown,Unknown,95249280,BSE
TTIENT,TTI Enterprise Limited,Unknown,Unknown,332035488,BSE
VISHAL,Vishal Fabrics Limited,Textile Manufacturing,Consumer Cyclical,6315615232,BSE
TOYAMSL,Unknown,Unknown,Unknown,0,BSE
GAJANANSEC,Gajanan Securities Services Limited,Unknown,Unknown,0,BSE
UNISON,Unknown,Unknown,Unknown,0,BSE
RTFL,Real Touch Finance Limited,Unknown,Unknown,891281408,BSE
VRL,Vasundhara Rasayans Limited,Unknown,Unknown,961723328,BSE
SNOWMAN,Snowman Logistics Limited,Integrated Freight & Logistics,Industrials,13714583552,BSE
QGO,Unknown,Unknown,Unknown,0,BSE
PURSHOTTAM,Purshottam Investofin Limited,Unknown,Unknown,317509280,BSE
HCLTD,Unknown,Unknown,Unknown,0,BSE
SHARDACROP,Sharda Cropchem Limited,Agricultural Inputs,Basic Materials,51957985280,BSE
SIROHIA,Unknown,Unknown,Unknown,0,BSE
MIIL,Unknown,Unknown,Unknown,0,BSE
CITYONLINE,City Online Services Limited,Unknown,Unknown,30988200,BSE
SENSEXBEES,Unknown,Unknown,Unknown,0,BSE
SHEMAROO,Shemaroo Entertainment Limited,Entertainment,Communication Services,5555510784,BSE
ULTRACAB,Ultracab (India) Limited,Unknown,Unknown,203949696,BSE
RCCL,Rajasthan Cylinders and Containers Ltd.,Unknown,Unknown,121118440,BSE
ETIL,Econo Trade (India) Limited,Unknown,Unknown,168586480,BSE
ATISHAY,Atishay Limited,Unknown,Unknown,1437452160,BSE
SANGAMFIN,Unknown,Unknown,Unknown,0,BSE
DHABRIYA,Dhabriya Polywood Limited,Unknown,Unknown,4653323264,BSE
ARYACAPM,Unknown,Unknown,Unknown,0,BSE
PDSL,PDS Limited,Specialty Business Services,Industrials,72365506560,BSE
HANMAN,Unknown,Unknown,Unknown,0,BSE
VGCL,Vibrant Global Capital Limited,Unknown,Unknown,1314278272,BSE
STARLIT,Starlit Power Systems Limited,Unknown,Unknown,33616764,BSE
CEINSYSTECH,Ceinsys Tech Limited,Unknown,Unknown,7661905408,BSE
PANABYTE,Unknown,Unknown,Unknown,0,BSE
JSHL,JLA Infraville Shoppers Limited,Unknown,Unknown,30178500,BSE
CRANEINFRA,Crane Infrastructure Limited,Unknown,Unknown,190102496,BSE
NIYOGIN,Niyogin Fintech Limited,Unknown,Unknown,4811361792,BSE
ASIACAP,Unknown,Unknown,Unknown,0,BSE
KALYANCAP,Unknown,Unknown,Unknown,0,BSE
GBFL,Goenka Business & Finance Limited,Unknown,Unknown,114920888,BSE
GILADAFINS,Gilada Finance & Investments Limited,Unknown,Unknown,46011132,BSE
SAPPL,Shree Ajit Pulp and Paper Limited,Unknown,Unknown,1167760640,BSE
AANCHALISP,Aanchal Ispat Limited,Unknown,Unknown,124080104,BSE
CAPPIPES,Captain Pipes Limited,Unknown,Unknown,67077568,BSE
KAIZENAGRO,Unknown,Unknown,Unknown,0,BSE
JMJFIN,Unknown,Unknown,Unknown,0,BSE
INTELLECT,Intellect Design Arena Limited,Software—Application,Technology,126773600256,BSE
MONTECARLO,Monte Carlo Fashions Limited,Apparel Manufacturing,Consumer Cyclical,17326852096,BSE
JSTL,Jeevan Scientific Technology Limited,Unknown,Unknown,865146816,BSE
ICL,Unknown,Unknown,Unknown,0,BSE
SCC,Scintilla Commercial & Credit Limited,Unknown,Unknown,0,BSE
PANAFIC,Panafic Industrials Limited,Unknown,Unknown,118260008,BSE
MYMONEY,Unknown,Unknown,Unknown,0,BSE
AMARNATH,Unknown,Unknown,Unknown,0,BSE
CSL,Continental Securities Limited,Unknown,Unknown,46331540,BSE
NEXUSSURGL,Unknown,Unknown,Unknown,0,BSE
SELLWIN,Sellwin Traders Limited,Unknown,Unknown,0,BSE
GALADAFIN,Galada Finance Limited,Unknown,Unknown,0,BSE
EMERALD,Emerald Leasing Finance and Investment Company Limited,Unknown,Unknown,643907840,BSE
MKEXIM,M.K. Exim (India) Limited,Unknown,Unknown,669438016,BSE
MCLOUD,Unknown,Unknown,Unknown,0,BSE
OCTAL,Octal Credit Capital Limited,Unknown,Unknown,0,BSE
MIHIKA,Mihika Industries Limited,Unknown,Unknown,0,BSE
KANCHI,Kanchi Karpooram Limited,Unknown,Unknown,2964408064,BSE
DTIL,Unknown,Packaged Foods,Consumer Defensive,2879027712,BSE
VANICOM,Vani Commercials Limited,Unknown,Unknown,46842124,BSE
SKILVEN,Unknown,Unknown,Unknown,0,BSE
VINCOFE,Unknown,Unknown,Unknown,0,BSE
RAFL,Raghuvansh Agrofarms Limited,Unknown,Unknown,1370524032,BSE
COSYN,Cosyn Limited,Unknown,Unknown,340200000,BSE
SOFCOM,Sofcom Systems Limited,Unknown,Unknown,0,BSE
NAPL,Naturite Agro Products Limited,Unknown,Unknown,0,BSE
KARNAVATI,Karnavati Finance Limited,Unknown,Unknown,27235500,BSE
ABHIFIN,Abhishek Finlease Limited,Unknown,Unknown,0,BSE
MERCANTILE,Mercantile Ventures Limited,Unknown,Unknown,2853908992,BSE
SONAL,Sonal Mercantile Limited,Unknown,Unknown,1901266560,BSE
ALFL,Abhinav Leasing and Finance Limited,Unknown,Unknown,102459000,BSE
GENUSPAPER,Genus Paper & Boards Limited,Paper & Paper Products,Basic Materials,6929545728,BSE
MINDACORP,Minda Corporation Limited,Auto Parts,Consumer Cyclical,144132833280,BSE
MERCURYLAB,Mercury Laboratories Limited,Unknown,Unknown,1186259968,BSE
CONCORD,Concord Drugs Limited,Unknown,Unknown,328590144,BSE
WARDINMOBI,Unknown,Unknown,Unknown,0,BSE
SHREESEC,Unknown,Unknown,Unknown,0,BSE
GREENLAM,Unknown,"Furnishings, Fixtures & Appliances",Consumer Cyclical,64750182400,BSE
TALBROSENG,Talbros Engineering Limited,Unknown,Unknown,3236268800,BSE
SAPL,SAR Auto Products Limited,Unknown,Unknown,9529480192,BSE
PUROHITCON,Unknown,Unknown,Unknown,0,BSE
JAYATMA,Jayatma Enterprises Limited,Unknown,Unknown,0,BSE
